State FIPS,County FIPS,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
08,071,Las Animas County,2609.00,2079.00,3138.00,17.20,13.70,20.60,705.00,534.00,876.00,21.20,16.00,26.30,476.00,353.00,599.00,19.90,14.70,25.00,36607.00,33339.00,39875.00, , , , , , 
08,073,Lincoln County,747.00,576.00,919.00,17.50,13.50,21.50,216.00,162.00,271.00,21.00,15.70,26.30,146.00,108.00,184.00,19.40,14.30,24.40,36252.00,32621.00,39884.00, , , , , , 
08,075,Logan County,2551.00,1994.00,3109.00,13.70,10.70,16.70,779.00,586.00,971.00,17.20,13.00,21.50,522.00,387.00,657.00,15.90,11.80,20.00,40874.00,36766.00,44983.00, , , , , , 
08,077,Mesa County,16404.00,14092.00,18717.00,12.00,10.30,13.70,5107.00,4103.00,6112.00,16.40,13.20,19.60,2918.00,2246.00,3590.00,13.40,10.30,16.50,49926.00,47550.00,52303.00, , , , , , 
08,079,Mineral County,89.00,68.00,111.00,9.30,7.10,11.50,15.00,11.00,19.00,11.40,8.30,14.40,11.00,8.00,14.00,10.20,7.40,13.00,44031.00,39768.00,48295.00, , , , , , 
08,081,Moffat County,1437.00,1118.00,1756.00,10.60,8.30,13.00,431.00,324.00,538.00,12.60,9.50,15.80,255.00,188.00,322.00,10.50,7.80,13.30,54323.00,48976.00,59669.00, , , , , , 
08,083,Montezuma County,3488.00,2766.00,4210.00,14.00,11.10,16.90,1362.00,1031.00,1693.00,22.90,17.30,28.40,908.00,672.00,1144.00,20.80,15.40,26.20,41425.00,37935.00,44915.00, , , , , , 
08,085,Montrose County,4942.00,3977.00,5906.00,12.60,10.10,15.10,2018.00,1605.00,2432.00,21.80,17.30,26.30,1289.00,1034.00,1544.00,19.40,15.60,23.30,45254.00,41635.00,48872.00, , , , , , 
08,087,Morgan County,3333.00,2616.00,4049.00,12.30,9.60,14.90,1333.00,1007.00,1658.00,17.20,13.00,21.40,835.00,626.00,1044.00,14.90,11.20,18.70,43540.00,40129.00,46951.00, , , , , , 
08,089,Otero County,4549.00,3720.00,5378.00,24.90,20.30,29.40,1774.00,1417.00,2131.00,38.40,30.60,46.10,1324.00,1038.00,1610.00,40.30,31.60,49.00,31996.00,29622.00,34369.00, , , , , , 
08,091,Ouray County,322.00,245.00,398.00,7.40,5.60,9.10,93.00,69.00,117.00,11.30,8.40,14.20,60.00,44.00,76.00,9.40,6.90,11.90,55074.00,49627.00,60522.00, , , , , , 
08,093,Park County,1246.00,951.00,1542.00,7.40,5.60,9.10,395.00,293.00,498.00,11.40,8.50,14.40,237.00,173.00,301.00,9.00,6.60,11.50,61987.00,56023.00,67951.00, , , , , , 
08,095,Phillips County,505.00,391.00,618.00,11.50,8.90,14.10,180.00,134.00,226.00,16.00,11.90,20.00,121.00,89.00,153.00,14.60,10.70,18.40,39430.00,36020.00,42840.00, , , , , , 
08,097,Pitkin County,695.00,530.00,861.00,4.60,3.50,5.70,112.00,83.00,140.00,4.80,3.60,6.10,69.00,50.00,88.00,4.40,3.20,5.70,72727.00,65413.00,80041.00, , , , , , 
08,099,Prowers County,2557.00,1990.00,3124.00,19.80,15.40,24.30,1084.00,820.00,1349.00,30.40,23.00,37.80,703.00,522.00,884.00,27.00,20.10,34.00,34581.00,31238.00,37924.00, , , , , , 
08,101,Pueblo County,26815.00,23233.00,30396.00,17.80,15.40,20.10,9530.00,7885.00,11175.00,26.00,21.50,30.50,6252.00,5081.00,7423.00,23.70,19.30,28.20,40570.00,38042.00,43098.00, , , , , , 
08,103,Rio Blanco County,498.00,382.00,615.00,8.20,6.30,10.20,153.00,114.00,192.00,11.10,8.30,14.00,102.00,75.00,129.00,10.80,7.90,13.70,58841.00,54543.00,63139.00, , , , , , 
08,105,Rio Grande County,2070.00,1616.00,2525.00,18.10,14.10,22.10,793.00,595.00,991.00,28.50,21.40,35.70,560.00,414.00,706.00,28.40,21.00,35.80,37350.00,33631.00,41069.00, , , , , , 
08,107,Routt County,1374.00,1065.00,1683.00,6.20,4.80,7.60,283.00,210.00,355.00,6.60,4.90,8.20,183.00,134.00,232.00,6.00,4.40,7.60,63797.00,58572.00,69021.00, , , , , , 
08,109,Saguache County,2109.00,1631.00,2587.00,30.60,23.70,37.60,790.00,578.00,1002.00,45.60,33.40,57.80,475.00,337.00,613.00,37.10,26.30,47.90,30193.00,27225.00,33161.00, , , , , , 
08,111,San Juan County,79.00,60.00,98.00,14.30,10.80,17.70,21.00,15.00,26.00,22.30,16.00,27.70,15.00,11.00,19.00,23.40,17.20,29.70,38257.00,34349.00,42165.00, , , , , , 
08,113,San Miguel County,646.00,494.00,798.00,8.60,6.60,10.60,142.00,106.00,178.00,11.10,8.30,13.90,91.00,67.00,115.00,10.60,7.80,13.40,59973.00,53904.00,66043.00, , , , , , 
08,115,Sedgwick County,279.00,214.00,345.00,12.20,9.30,15.10,81.00,60.00,102.00,17.20,12.70,21.60,54.00,39.00,69.00,14.40,10.40,18.40,32086.00,28886.00,35286.00, , , , , , 
08,117,Summit County,1845.00,1413.00,2277.00,7.00,5.40,8.70,389.00,288.00,489.00,8.50,6.30,10.70,208.00,151.00,265.00,7.10,5.10,9.00,68685.00,62938.00,74431.00, , , , , , 
08,119,Teller County,1598.00,1250.00,1946.00,7.40,5.80,9.00,543.00,411.00,675.00,12.00,9.10,14.90,351.00,259.00,443.00,10.30,7.60,13.00,59075.00,54460.00,63690.00, , , , , , 
08,121,Washington County,589.00,452.00,725.00,13.40,10.30,16.50,185.00,139.00,232.00,19.40,14.50,24.30,121.00,89.00,153.00,16.60,12.20,21.00,38149.00,34626.00,41673.00, , , , , , 
08,123,Weld County,27602.00,23664.00,31541.00,11.60,9.90,13.20,8607.00,6939.00,10275.00,13.20,10.70,15.80,5594.00,4404.00,6784.00,12.60,9.90,15.20,52228.00,49990.00,54467.00, , , , , , 
08,125,Yuma County,1146.00,874.00,1418.00,12.10,9.20,15.00,446.00,332.00,561.00,18.10,13.40,22.70,287.00,210.00,364.00,16.50,12.10,21.00,41570.00,39011.00,44128.00, , , , , , 
09,000,Connecticut,269045.00,259952.00,278138.00,7.90,7.70,8.20,87584.00,82146.00,93022.00,10.80,10.20,11.50,58597.00,53726.00,63468.00,9.80,9.00,10.60,65969.00,65213.00,66725.00,25263.00,22752.00,27774.00,12.20,11.00,13.40
09,001,Fairfield County,58661.00,51647.00,65676.00,6.70,5.90,7.50,18497.00,15269.00,21725.00,8.30,6.90,9.80,12261.00,9935.00,14587.00,7.50,6.00,8.90,80020.00,77981.00,82060.00, , , , , , 
09,003,Hartford County,79020.00,71914.00,86126.00,9.30,8.50,10.10,28079.00,24322.00,31836.00,14.00,12.10,15.80,18785.00,15708.00,21862.00,12.70,10.60,14.70,61056.00,59678.00,62435.00, , , , , , 
09,005,Litchfield County,9950.00,8330.00,11569.00,5.40,4.50,6.20,2522.00,1966.00,3078.00,6.20,4.80,7.60,1619.00,1238.00,2000.00,5.20,4.00,6.50,68142.00,65179.00,71104.00, , , , , , 
09,007,Middlesex County,8210.00,6726.00,9694.00,5.20,4.20,6.10,1991.00,1507.00,2474.00,5.70,4.30,7.10,1298.00,965.00,1631.00,5.00,3.70,6.20,72155.00,69340.00,74970.00, , , , , , 
09,009,New Haven County,77912.00,70284.00,85539.00,9.50,8.60,10.50,26225.00,22337.00,30113.00,13.50,11.50,15.60,18318.00,15297.00,21339.00,12.90,10.80,15.00,59640.00,57630.00,61650.00, , , , , , 
09,011,New London County,17326.00,14759.00,19894.00,6.90,5.80,7.90,5702.00,4594.00,6810.00,9.60,7.70,11.50,3417.00,2660.00,4174.00,7.80,6.10,9.60,60907.00,58401.00,63413.00, , , , , , 
09,013,Tolland County,8395.00,6842.00,9948.00,6.30,5.10,7.40,1549.00,1180.00,1918.00,5.30,4.00,6.50,967.00,713.00,1221.00,4.30,3.20,5.50,74700.00,71302.00,78097.00, , , , , , 
09,015,Windham County,9571.00,7898.00,11244.00,8.50,7.00,10.00,3020.00,2339.00,3700.00,11.80,9.10,14.40,1932.00,1455.00,2409.00,10.30,7.80,12.80,57339.00,54655.00,60023.00, , , , , , 
10,000,Delaware,86653.00,82675.00,90631.00,10.30,9.90,10.80,29005.00,26995.00,31014.00,14.50,13.40,15.50,18289.00,16540.00,20038.00,12.90,11.70,14.10,55988.00,54724.00,57251.00,9787.00,8876.00,10698.00,16.90,15.30,18.50
10,001,Kent County,17831.00,15315.00,20346.00,12.10,10.40,13.80,6811.00,5453.00,8170.00,18.00,14.40,21.60,4166.00,3200.00,5132.00,15.70,12.00,19.30,47407.00,44830.00,49984.00, , , , , , 
10,003,New Castle County,51305.00,45672.00,56938.00,10.10,8.90,11.20,16034.00,13338.00,18731.00,12.90,10.80,15.10,10054.00,8088.00,12020.00,11.40,9.20,13.60,59871.00,57766.00,61977.00, , , , , , 
10,005,Sussex County,17518.00,15144.00,19891.00,9.70,8.40,11.00,6159.00,5022.00,7297.00,15.80,12.90,18.80,4069.00,3266.00,4872.00,15.00,12.00,18.00,50132.00,47889.00,52375.00, , , , , , 
11,000,District of Columbia,95441.00,91320.00,99562.00,17.10,16.30,17.80,29069.00,27132.00,31006.00,25.70,24.00,27.40,18995.00,17372.00,20618.00,24.80,22.70,26.90,54812.00,53433.00,56192.00,9380.00,8338.00,10422.00,26.10,23.20,29.00
11,001,District of Columbia,95441.00,91320.00,99562.00,17.10,16.30,17.80,29069.00,27132.00,31006.00,25.70,24.00,27.40,18995.00,17372.00,20618.00,24.80,22.70,26.90,54812.00,53433.00,56192.00, , , , , , 
12,000,Florida,2167111.00,2137570.00,2196653.00,12.10,12.00,12.30,685647.00,667311.00,703982.00,17.30,16.80,17.70,437055.00,420567.00,453543.00,15.50,14.90,16.10,47804.00,47468.00,48140.00,225870.00,216943.00,234797.00,20.10,19.30,20.90
12,001,Alachua County,51984.00,47240.00,56728.00,22.80,20.70,24.90,8445.00,6889.00,10001.00,19.00,15.50,22.50,5510.00,4418.00,6602.00,17.90,14.30,21.40,38075.00,36036.00,40113.00, , , , , , 
12,003,Baker County,3350.00,2623.00,4077.00,14.40,11.30,17.50,1235.00,932.00,1537.00,19.80,14.90,24.60,822.00,614.00,1030.00,19.00,14.20,23.80,45783.00,41505.00,50060.00, , , , , , 
12,005,Bay County,19151.00,15799.00,22503.00,12.00,9.90,14.00,7259.00,5750.00,8769.00,19.60,15.50,23.60,4704.00,3667.00,5741.00,18.30,14.30,22.30,47495.00,44846.00,50144.00, , , , , , 
12,007,Bradford County,4027.00,3115.00,4938.00,16.90,13.10,20.70,1187.00,895.00,1479.00,21.00,15.80,26.20,794.00,590.00,998.00,19.90,14.80,25.00,40542.00,36815.00,44269.00, , , , , , 
12,009,Brevard County,45501.00,40377.00,50625.00,8.60,7.70,9.60,14665.00,11922.00,17407.00,13.80,11.20,16.40,9202.00,7329.00,11075.00,11.80,9.40,14.20,50261.00,49067.00,51456.00, , , , , , 
12,011,Broward County,197760.00,185319.00,210200.00,11.40,10.60,12.10,63876.00,57509.00,70243.00,15.60,14.00,17.10,39933.00,34909.00,44957.00,13.50,11.80,15.20,52504.00,51355.00,53653.00, , , , , , 
12,013,Calhoun County,2761.00,2213.00,3310.00,23.30,18.70,28.00,771.00,595.00,947.00,27.80,21.40,34.10,485.00,370.00,600.00,24.80,18.90,30.60,28186.00,25884.00,30487.00, , , , , , 
12,015,Charlotte County,13755.00,11319.00,16191.00,9.20,7.60,10.80,3772.00,2931.00,4612.00,15.60,12.10,19.00,2404.00,1825.00,2983.00,13.20,10.00,16.30,46328.00,44274.00,48383.00, , , , , , 
12,017,Citrus County,16661.00,13911.00,19411.00,12.10,10.10,14.10,4460.00,3551.00,5369.00,19.80,15.70,23.80,2795.00,2165.00,3425.00,16.60,12.90,20.40,36979.00,34363.00,39596.00, , , , , , 
12,019,Clay County,14398.00,11889.00,16907.00,8.00,6.60,9.40,4675.00,3688.00,5661.00,10.60,8.40,12.90,2849.00,2184.00,3514.00,8.90,6.80,11.00,58696.00,56153.00,61239.00, , , , , , 
12,021,Collier County,30996.00,26648.00,35343.00,9.90,8.50,11.30,10325.00,8535.00,12116.00,16.20,13.40,19.00,5831.00,4638.00,7024.00,13.40,10.70,16.20,58519.00,55248.00,61791.00, , , , , , 
12,023,Columbia County,8837.00,7106.00,10568.00,13.90,11.20,16.60,3137.00,2408.00,3865.00,20.60,15.80,25.40,2024.00,1524.00,2524.00,18.60,14.00,23.20,40422.00,38468.00,42376.00, , , , , , 
12,027,DeSoto County,6915.00,5508.00,8323.00,21.40,17.10,25.80,2337.00,1819.00,2854.00,31.70,24.70,38.70,1587.00,1224.00,1950.00,32.00,24.70,39.30,35988.00,32772.00,39205.00, , , , , , 
12,029,Dixie County,2921.00,2228.00,3613.00,21.60,16.40,26.70,921.00,689.00,1153.00,31.10,23.30,39.00,620.00,458.00,782.00,29.60,21.90,37.40,31018.00,27854.00,34182.00, , , , , , 
12,031,Duval County,103204.00,94096.00,112313.00,12.40,11.30,13.50,39600.00,34530.00,44669.00,18.30,15.90,20.60,25604.00,21706.00,29502.00,16.90,14.30,19.40,49175.00,48015.00,50336.00, , , , , , 
12,033,Escambia County,42311.00,37120.00,47502.00,15.00,13.20,16.90,15710.00,13126.00,18294.00,23.40,19.50,27.20,10318.00,8571.00,12065.00,22.00,18.30,25.70,41772.00,39672.00,43873.00, , , , , , 
12,035,Flagler County,8838.00,7266.00,10410.00,10.10,8.30,11.90,2658.00,2060.00,3255.00,16.20,12.50,19.80,1499.00,1137.00,1861.00,12.70,9.60,15.70,45639.00,42353.00,48925.00, , , , , , 
12,037,Franklin County,1764.00,1367.00,2161.00,18.60,14.40,22.80,572.00,434.00,711.00,29.20,22.10,36.20,357.00,266.00,448.00,26.00,19.40,32.60,35182.00,31822.00,38542.00, , , , , , 
12,039,Gadsden County,11079.00,9287.00,12871.00,25.40,21.30,29.50,3807.00,3116.00,4498.00,33.60,27.50,39.70,2403.00,1915.00,2891.00,31.20,24.90,37.50,35322.00,32038.00,38605.00, , , , , , 
12,041,Gilchrist County,2407.00,1865.00,2950.00,15.40,11.90,18.80,788.00,596.00,981.00,21.60,16.40,26.90,498.00,369.00,627.00,19.00,14.10,23.90,39383.00,35649.00,43117.00, , , , , , 
12,043,Glades County,1686.00,1294.00,2078.00,16.40,12.60,20.20,452.00,338.00,566.00,23.10,17.30,28.90,285.00,210.00,360.00,18.30,13.50,23.20,37220.00,33842.00,40598.00, , , , , , 
12,045,Gulf County,2054.00,1582.00,2527.00,16.70,12.90,20.50,563.00,425.00,701.00,22.10,16.70,27.50,375.00,277.00,473.00,19.90,14.70,25.10,38160.00,34453.00,41867.00, , , , , , 
12,047,Hamilton County,3100.00,2419.00,3780.00,27.70,21.60,33.70,978.00,739.00,1218.00,33.80,25.50,42.00,642.00,479.00,805.00,32.10,24.00,40.30,30971.00,27912.00,34030.00, , , , , , 
12,049,Hardee County,6403.00,5116.00,7690.00,24.00,19.20,28.90,2384.00,1849.00,2920.00,31.30,24.30,38.40,1464.00,1107.00,1821.00,29.00,21.90,36.00,36590.00,33320.00,39860.00, , , , , , 
12,051,Hendry County,7609.00,6035.00,9183.00,20.00,15.90,24.10,3127.00,2405.00,3848.00,28.30,21.80,34.80,2041.00,1551.00,2531.00,27.70,21.00,34.30,38270.00,34846.00,41695.00, , , , , , 
12,053,Hernando County,14821.00,12313.00,17329.00,8.90,7.40,10.40,4624.00,3592.00,5655.00,14.60,11.30,17.80,3193.00,2425.00,3961.00,13.80,10.40,17.10,43208.00,41140.00,45277.00, , , , , , 
12,055,Highlands County,17039.00,14339.00,19738.00,17.40,14.70,20.20,4971.00,3975.00,5966.00,27.40,21.90,32.80,3215.00,2509.00,3921.00,25.10,19.60,30.60,34098.00,31761.00,36434.00, , , , , , 
12,057,Hillsborough County,133550.00,123538.00,143561.00,11.60,10.70,12.40,44194.00,39134.00,49254.00,15.50,13.70,17.20,28444.00,24820.00,32068.00,14.10,12.30,15.90,50485.00,49408.00,51561.00, , , , , , 
12,059,Holmes County,3452.00,2731.00,4173.00,19.80,15.60,23.90,1119.00,841.00,1397.00,28.30,21.30,35.40,750.00,556.00,944.00,26.80,19.90,33.70,33321.00,30493.00,36150.00, , , , , , 
12,061,Indian River County,12603.00,10555.00,14651.00,9.70,8.10,11.30,3967.00,3170.00,4763.00,16.10,12.90,19.40,2580.00,2012.00,3148.00,14.80,11.50,18.00,47563.00,44695.00,50430.00, , , , , , 
12,063,Jackson County,11646.00,10066.00,13226.00,27.30,23.60,31.00,2266.00,1755.00,2778.00,23.30,18.00,28.50,1455.00,1095.00,1815.00,21.20,16.00,26.40,35897.00,32595.00,39199.00, , , , , , 
12,065,Jefferson County,2228.00,1719.00,2736.00,17.80,13.70,21.90,615.00,464.00,765.00,23.20,17.50,28.80,405.00,301.00,509.00,21.70,16.10,27.30,40217.00,36299.00,44135.00, , , , , , 
12,067,Lafayette County,1350.00,1019.00,1681.00,22.00,16.60,27.30,396.00,295.00,496.00,26.10,19.40,32.60,239.00,175.00,303.00,22.90,16.80,29.00,36855.00,33347.00,40362.00, , , , , , 
12,069,Lake County,26695.00,22522.00,30868.00,9.00,7.60,10.40,8784.00,7065.00,10503.00,15.10,12.10,18.00,5365.00,4246.00,6484.00,13.10,10.40,15.80,46557.00,44532.00,48581.00, , , , , , 
12,071,Lee County,58907.00,52907.00,64907.00,10.10,9.10,11.10,18656.00,15754.00,21557.00,15.30,12.90,17.70,11082.00,9241.00,12923.00,13.10,10.90,15.20,50750.00,49393.00,52106.00, , , , , , 
12,073,Leon County,42427.00,38452.00,46401.00,17.00,15.40,18.50,7693.00,6281.00,9104.00,14.50,11.80,17.10,4624.00,3632.00,5616.00,12.50,9.80,15.10,48739.00,46651.00,50827.00, , , , , , 
12,075,Levy County,7098.00,5829.00,8367.00,18.50,15.20,21.80,2497.00,1956.00,3038.00,29.90,23.40,36.30,1689.00,1316.00,2062.00,28.20,22.00,34.40,34499.00,31815.00,37183.00, , , , , , 
12,077,Liberty County,1152.00,881.00,1423.00,18.40,14.10,22.70,382.00,285.00,478.00,24.30,18.10,30.40,247.00,182.00,312.00,23.10,17.00,29.20,36758.00,33190.00,40326.00, , , , , , 
12,079,Madison County,3573.00,2774.00,4371.00,21.00,16.30,25.70,1245.00,940.00,1549.00,30.90,23.30,38.50,823.00,613.00,1033.00,29.20,21.80,36.70,39394.00,36728.00,42060.00, , , , , , 
12,081,Manatee County,32732.00,28569.00,36894.00,10.60,9.20,11.90,11250.00,9251.00,13249.00,17.20,14.20,20.30,6724.00,5403.00,8045.00,14.70,11.80,17.60,48940.00,47638.00,50243.00, , , , , , 
12,083,Marion County,41002.00,35631.00,46373.00,13.00,11.30,14.70,13680.00,11324.00,16036.00,21.30,17.60,25.00,8712.00,7071.00,10353.00,19.00,15.40,22.50,39354.00,37532.00,41176.00, , , , , , 
12,085,Martin County,11543.00,9755.00,13331.00,8.50,7.20,9.80,3602.00,2899.00,4304.00,14.40,11.60,17.20,2198.00,1707.00,2689.00,12.00,9.30,14.70,55229.00,52134.00,58324.00, , , , , , 
12,086,Miami-Dade County,357194.00,340175.00,374213.00,15.30,14.50,16.00,108522.00,99797.00,117248.00,20.20,18.60,21.80,72504.00,65698.00,79310.00,19.10,17.30,20.90,43495.00,42546.00,44444.00, , , , , , 
12,087,Monroe County,7584.00,5975.00,9193.00,10.50,8.30,12.70,1759.00,1334.00,2183.00,15.50,11.70,19.20,1120.00,836.00,1404.00,13.90,10.40,17.40,55054.00,50696.00,59413.00, , , , , , 
12,089,Nassau County,6029.00,4798.00,7261.00,8.90,7.10,10.70,1992.00,1520.00,2463.00,13.40,10.20,16.60,1282.00,967.00,1597.00,11.90,8.90,14.80,56500.00,53408.00,59592.00, , , , , , 
12,091,Okaloosa County,16645.00,14022.00,19268.00,9.40,7.90,10.90,6243.00,5013.00,7473.00,14.70,11.80,17.60,3938.00,3085.00,4791.00,13.40,10.50,16.30,54633.00,52331.00,56936.00, , , , , , 
12,093,Okeechobee County,6173.00,4912.00,7433.00,16.40,13.00,19.70,2281.00,1760.00,2802.00,24.00,18.60,29.50,1354.00,1019.00,1689.00,21.10,15.90,26.30,36989.00,34233.00,39745.00, , , , , , 
12,095,Orange County,121248.00,111629.00,130867.00,11.60,10.70,12.50,41225.00,35879.00,46572.00,15.60,13.60,17.60,25922.00,22161.00,29683.00,14.10,12.10,16.20,50988.00,50056.00,51921.00, , , , , , 
12,097,Osceola County,28382.00,24178.00,32585.00,11.20,9.60,12.90,11253.00,9215.00,13290.00,17.20,14.10,20.30,7524.00,6031.00,9017.00,16.40,13.10,19.60,46599.00,43864.00,49334.00, , , , , , 
12,099,Palm Beach County,127311.00,118090.00,136531.00,10.20,9.50,11.00,40047.00,35168.00,44927.00,15.20,13.30,17.00,24516.00,21220.00,27812.00,13.00,11.30,14.80,53500.00,51928.00,55071.00, , , , , , 
12,101,Pasco County,54338.00,48138.00,60538.00,11.90,10.50,13.30,16744.00,13793.00,19695.00,17.50,14.40,20.60,10569.00,8533.00,12605.00,15.40,12.40,18.40,44233.00,42698.00,45767.00, , , , , , 
12,103,Pinellas County,101215.00,93267.00,109164.00,11.30,10.40,12.10,28651.00,24934.00,32369.00,16.70,14.60,18.90,17952.00,15204.00,20700.00,14.40,12.20,16.50,44325.00,43194.00,45456.00, , , , , , 
12,105,Polk County,71881.00,64379.00,79383.00,12.80,11.50,14.20,25825.00,22058.00,29593.00,19.00,16.20,21.70,16285.00,13667.00,18903.00,17.10,14.40,19.90,44216.00,42674.00,45758.00, , , , , , 
12,107,Putnam County,14650.00,12390.00,16909.00,20.20,17.10,23.30,5011.00,3910.00,6112.00,29.20,22.80,35.70,3172.00,2438.00,3906.00,26.20,20.20,32.30,33282.00,30640.00,35923.00, , , , , , 
12,109,St. Johns County,11635.00,9474.00,13797.00,6.70,5.50,8.00,3076.00,2359.00,3794.00,8.50,6.50,10.50,2040.00,1539.00,2541.00,7.70,5.80,9.60,63728.00,59936.00,67520.00, , , , , , 
12,111,St. Lucie County,27776.00,23750.00,31801.00,10.80,9.20,12.30,9731.00,7827.00,11635.00,16.80,13.50,20.10,6509.00,5103.00,7915.00,16.00,12.50,19.50,46127.00,44386.00,47868.00, , , , , , 
12,113,Santa Rosa County,15391.00,12930.00,17851.00,10.70,9.00,12.40,4882.00,3879.00,5885.00,14.50,11.50,17.50,3098.00,2407.00,3789.00,12.60,9.80,15.40,50935.00,48020.00,53850.00, , , , , , 
12,115,Sarasota County,29677.00,26003.00,33350.00,8.10,7.10,9.10,7839.00,6282.00,9397.00,13.10,10.50,15.70,5119.00,4025.00,6213.00,11.70,9.20,14.20,50031.00,48235.00,51827.00, , , , , , 
12,117,Seminole County,36822.00,32358.00,41287.00,9.10,8.00,10.20,10613.00,8752.00,12473.00,11.40,9.40,13.40,6586.00,5277.00,7895.00,9.60,7.70,11.50,56315.00,54220.00,58410.00, , , , , , 
12,119,Sumter County,7980.00,6463.00,9498.00,12.90,10.40,15.30,2655.00,2036.00,3273.00,22.80,17.50,28.10,1696.00,1274.00,2118.00,20.10,15.10,25.10,42828.00,39741.00,45914.00, , , , , , 
12,121,Suwannee County,6930.00,5512.00,8347.00,17.80,14.20,21.50,2338.00,1801.00,2876.00,26.90,20.70,33.10,1494.00,1129.00,1859.00,24.40,18.50,30.40,36054.00,33479.00,38629.00, , , , , , 
12,123,Taylor County,3391.00,2656.00,4126.00,18.50,14.50,22.50,1113.00,845.00,1381.00,26.40,20.10,32.80,762.00,571.00,953.00,25.30,19.00,31.70,38056.00,34743.00,41368.00, , , , , , 
12,125,Union County,2070.00,1582.00,2558.00,21.50,16.40,26.60,509.00,385.00,633.00,19.90,15.00,24.70,330.00,247.00,413.00,18.40,13.80,23.10,41124.00,37068.00,45180.00, , , , , , 
12,127,Volusia County,68393.00,61876.00,74910.00,14.10,12.70,15.40,21284.00,18679.00,23890.00,22.10,19.40,24.80,13732.00,11789.00,15675.00,19.70,16.90,22.50,42268.00,40792.00,43744.00, , , , , , 
12,129,Wakulla County,3169.00,2466.00,3872.00,11.30,8.80,13.80,995.00,750.00,1240.00,15.90,12.00,19.80,635.00,473.00,797.00,13.90,10.30,17.40,46997.00,42870.00,51125.00, , , , , , 
12,131,Walton County,5974.00,4790.00,7157.00,11.80,9.40,14.10,2111.00,1615.00,2607.00,19.40,14.80,24.00,1306.00,977.00,1635.00,16.90,12.60,21.10,45288.00,41868.00,48707.00, , , , , , 
12,133,Washington County,3968.00,3131.00,4805.00,18.90,14.90,22.80,1306.00,1002.00,1609.00,27.50,21.10,33.90,819.00,614.00,1024.00,23.60,17.70,29.50,34535.00,31187.00,37884.00, , , , , , 
13,000,Georgia,1329161.00,1307166.00,1351156.00,14.30,14.10,14.60,494787.00,481029.00,508545.00,19.80,19.30,20.40,318255.00,306665.00,329845.00,18.10,17.40,18.70,49080.00,48606.00,49553.00,167468.00,160211.00,174724.00,23.20,22.20,24.20
13,001,Appling County,3525.00,2736.00,4314.00,20.10,15.60,24.60,1339.00,1017.00,1662.00,29.70,22.50,36.80,858.00,640.00,1076.00,27.10,20.20,33.90,33275.00,30461.00,36089.00, , , , , , 
13,003,Atkinson County,1716.00,1332.00,2100.00,21.00,16.30,25.70,800.00,605.00,995.00,31.70,23.90,39.40,507.00,379.00,635.00,29.60,22.10,37.00,30431.00,27395.00,33467.00, , , , , , 
13,005,Bacon County,2155.00,1671.00,2639.00,21.30,16.50,26.10,763.00,577.00,948.00,29.00,22.00,36.10,452.00,337.00,567.00,24.80,18.50,31.10,31424.00,28265.00,34584.00, , , , , , 
13,007,Baker County,1009.00,770.00,1248.00,26.80,20.50,33.20,346.00,259.00,433.00,39.70,29.70,49.70,231.00,171.00,291.00,31.80,23.50,40.00,41795.00,39400.00,44190.00, , , , , , 
13,009,Baldwin County,7281.00,5863.00,8698.00,19.30,15.60,23.10,2179.00,1644.00,2714.00,24.20,18.20,30.10,1465.00,1092.00,1838.00,23.50,17.60,29.50,39180.00,35719.00,42640.00, , , , , , 
13,011,Banks County,2254.00,1763.00,2744.00,13.70,10.70,16.70,793.00,598.00,987.00,19.10,14.40,23.70,519.00,387.00,651.00,17.20,12.80,21.60,43813.00,39980.00,47645.00, , , , , , 
13,013,Barrow County,7478.00,6027.00,8929.00,11.20,9.10,13.40,3308.00,2616.00,4001.00,17.00,13.40,20.50,2072.00,1599.00,2545.00,15.40,11.90,18.90,51283.00,47877.00,54688.00, , , , , , 
13,015,Bartow County,10638.00,8590.00,12687.00,11.60,9.40,13.80,4365.00,3378.00,5352.00,16.80,13.00,20.60,2710.00,2060.00,3360.00,14.90,11.30,18.40,48366.00,44676.00,52056.00, , , , , , 
13,017,Ben Hill County,3640.00,2847.00,4433.00,21.10,16.50,25.80,1565.00,1192.00,1937.00,32.60,24.90,40.40,1000.00,753.00,1247.00,30.30,22.90,37.80,31781.00,28673.00,34889.00, , , , , , 
13,019,Berrien County,3112.00,2408.00,3817.00,18.90,14.60,23.20,1264.00,951.00,1577.00,29.10,21.90,36.30,843.00,626.00,1060.00,27.40,20.30,34.40,34460.00,31285.00,37635.00, , , , , , 
